spanishrevoution	14.0	null	acampadasol	638.0	null	0.173148024906
spanishrevoution	14.0	null	democraciarealya	500.0	null	0.135031132863
spanishrevoution	14.0	null	nolesvotes	634.0	null	0.172164438606
spanishrevoution	14.0	null	nonosvamos	758.0	null	0.200101024842
ppsoe	36.0	null	spanishrevolution	550.0	null	0.297640737539
ppsoe	36.0	null	acampadasol	638.0	null	0.320852098552
ppsoe	36.0	null	yeswecamp	164.0	null	0.108401084011
ppsoe	36.0	null	nolesvotes	634.0	null	0.41226537692
ppsoe	36.0	null	nonosvamos	758.0	null	0.405554167696
acampadaalicante	12.0	null	acampadasol	638.0	null	0.149040445358
votoutil	18.0	null	nolesvotes	634.0	null	0.20613268846
votoutil	18.0	null	nonosvamos	758.0	null	0.262005860933
spainrevolution	26.0	null	acampadasol	638.0	null	0.269959384916
spainrevolution	26.0	null	democraciarealya	500.0	null	0.0601612994007
spainrevolution	26.0	null	nolesvotes	634.0	null	0.208694522372
spainrevolution	26.0	null	nonosvamos	758.0	null	0.320440867318
sinmiedo	8.0	null	spanishrevolution	550.0	null	0.0624185151601
sinmiedo	8.0	null	acampadasol	638.0	null	0.0856298761739
sinmiedo	8.0	null	nonosvamos	758.0	null	0.11258287611
psoe	16.0	null	nolesvotes	634.0	null	0.193047373884
psoe	16.0	null	nonosvamos	758.0	null	0.22098396012
opvdevotaciones	10.0	null	spanishrevolution	550.0	null	0.0973158696194
opvdevotaciones	10.0	null	democraciarealya	500.0	null	0.0824103385896
spanishrevolution	550.0	null	anonymous	10.0	null	0.0973158696194
spanishrevolution	550.0	null	rubalcaba	16.0	null	0.12483703032
spanishrevolution	550.0	null	acampaasol	14.0	null	0.149936663893
spanishrevolution	550.0	null	votaotros	10.0	null	0.0973158696194
spanishrevolution	550.0	null	acampadapalma	26.0	null	0.11978342352
spanishrevolution	550.0	null	acampadasol	638.0	null	6.77163808315
spanishrevolution	550.0	null	acamapadasol	10.0	null	0.0973158696194
spanishrevolution	550.0	null	22m	10.0	null	0.0973158696194
spanishrevolution	550.0	null	acampadabcn	40.0	null	0.314118037641
spanishrevolution	550.0	null	democraciarealya	500.0	null	5.34753851322
spanishrevolution	550.0	null	democraciareal	32.0	null	0.341639198342
spanishrevolution	550.0	null	spain	6.0	null	0.0174280003331
spanishrevolution	550.0	null	15mani	38.0	null	0.306096294395
spanishrevolution	550.0	null	yeswecamp	164.0	null	1.55884004523
spanishrevolution	550.0	null	nolesvotes	634.0	null	6.68965787726
spanishrevolution	550.0	null	redefinamonos	8.0	null	0.0624185151601
spanishrevolution	550.0	null	paperstorm	10.0	null	0.0973158696194
spanishrevolution	550.0	null	europeanrevolution	14.0	null	0.0830711597635
spanishrevolution	550.0	null	acampadacc	8.0	null	0.0624185151601
spanishrevolution	550.0	null	yonopago	14.0	null	0.149936663893
spanishrevolution	550.0	null	acampadapamplona	14.0	null	0.149936663893
spanishrevolution	550.0	null	nonosvamos	758.0	null	7.04208150121
spanishrevolution	550.0	null	acampadagranada	8.0	null	0.0624185151601
spanishrevolution	550.0	null	leysinde	14.0	null	0.149936663893
spanishrevolution	550.0	null	acampadavalencia	20.0	null	0.20571695363
spanishrevolution	550.0	null	acampadasalamanca	12.0	null	0.125829084344
